user_id,session_id,subscription_type,user_journey
466765,3629048,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466795,3630850,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466809,3631454,Annual,"Homepage-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Checkout-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses"
466809,3631511,Annual,"Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
466809,3631770,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466821,3436747,Annual,"Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Upcoming courses-Upcoming courses-Other-Other-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
466821,3632765,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466828,3405275,Annual,"Homepage-Homepage-Homepage-Homepage-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Pricing-Pricing-Pricing-Pricing-Pricing"
466828,3618922,Annual,Homepage-Courses-Courses-Courses-Courses-Courses
466828,3620213,Annual,"Resources center-Resources center-Resources center-Resources center"
466828,3620274,Annual,Homepage-Pricing
466828,3620324,Annual,Homepage-Homepage-Homepage-Homepage-Homepage-Courses-Courses-Homepage
466828,3620886,Annual,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
466828,3620900,Annual,"Homepage-Other-Other-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other"
466828,3622166,Annual,Homepage-Homepage-Homepage-Homepage-Homepage-Homepage
466828,3630815,Annual,Homepage-Courses-Courses-Courses
466828,3631217,Annual,Instructors-Courses-Courses-Courses-Courses-Courses
466828,3633358,Annual,"Career track certificate-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other-Other"
466828,3633391,Annual,"Coupon-Coupon-Coupon-Coupon-Homepage-Sign up-Sign up-Sign up-Sign up-Sign up"
466828,3633539,Annual,"Career track certificate-Pricing-Pricing-Pricing-Career track certificate-Courses"
466828,3633687,Annual,Checkout-Checkout
466828,3642683,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466828,3643309,Annual,Coupon-Coupon
466828,3643310,Annual,Coupon-Coupon-Coupon-Coupon
466828,3643348,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466828,3643358,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466828,3657843,Annual,Homepage-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
466828,3658449,Annual,"Homepage-Career tracks"
466828,3659426,Annual,"Career tracks-Career tracks-Career tracks-Other-Other-Other-Other-Other-Other-Other-Other-Other"
466828,3659501,Annual,"Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
466828,3659523,Annual,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
466828,3659531,Annual,Homepage-Homepage-Homepage-Homepage-Homepage-Homepage
466828,3659860,Annual,Homepage-Homepage-Homepage-Other-Other-Other-Other-Other-Other-Other
466828,3659871,Annual,"Other-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
466828,3665595,Annual,"Homepage-Log in-Log in-Log in"
466828,3665727,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466879,3404388,Quarterly,"Other-Sign up"
466879,3638342,Quarterly,Coupon-Coupon
466879,3741718,Quarterly,"Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up"
466879,3741806,Quarterly,Pricing-Checkout
466879,3741900,Quarterly,Checkout-Checkout
466879,3741948,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466883,3638506,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466883,3674730,Annual,Checkout-Checkout
466883,3675601,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466887,3638643,Annual,Homepage-Blog-Blog-Other-Other-Blog-Blog-Other
466887,3638660,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466887,3715099,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466889,3638729,Annual,"Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
466889,3638821,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466893,3639098,Quarterly,Other-Courses-Courses-Courses-Courses-Courses-Courses-Courses
466893,3639119,Quarterly,Homepage-Courses-Courses-Courses
466893,3639133,Quarterly,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466893,3639174,Quarterly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
466893,3639190,Quarterly,Other-Other
466893,3645166,Quarterly,"Log in-Log in-Log in-Log in"
466893,3674719,Quarterly,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466893,3674760,Quarterly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466893,3674796,Quarterly,Checkout-Checkout
466893,3674800,Quarterly,Checkout-Checkout
466904,3640624,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466907,3640826,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466911,3610403,Annual,"Homepage-Courses-Courses-Courses-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
466911,3610505,Annual,"Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
466911,3640731,Annual,"Coupon-Coupon-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Pricing-Pricing-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Career tracks-Career tracks-Upcoming courses-Upcoming courses-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses"
466911,3640959,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466911,3641012,Annual,"Career tracks-Log in-Log in-Log in-Log in-Log in"
466913,3640902,Monthly,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Courses-Courses-Courses-Courses-Courses"
466913,3640994,Monthly,"Homepage-Career tracks-Career tracks-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
466913,3940604,Monthly,"Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Log in-Log in-Log in-Log in"
466913,3956786,Monthly,"Homepage-Log in-Log in-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
466913,3982012,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
466913,3996811,Monthly,"Homepage-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in"
466913,3996817,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466913,3996877,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466913,4005560,Monthly,"Homepage-Log in-Log in-Log in-Log in-Log in"
466913,4005569,Monthly,Checkout-Checkout
466928,3371713,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
466928,3371725,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
466928,3596351,Annual,"Log in-Log in"
466928,3616560,Annual,"Log in-Log in"
466928,3641995,Annual,"Log in-Log in-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
466928,3642028,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466937,3642454,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466938,3614638,Annual,"Homepage-Pricing-Pricing-Pricing-Pricing-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories-Success stories"
466938,3622715,Annual,"Success stories-Career tracks-Career tracks-Career tracks-Career tracks-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career track certificate-Career track certificate-Homepage-Pricing-Homepage-Homepage-Pricing-Pricing"
466938,3625013,Annual,Pricing-Pricing-Pricing-Pricing
466938,3642459,Annual,"Homepage-Sign up"
466938,3642462,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466938,3642502,Annual,Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466939,3642644,Annual,Other-Other
466939,3643863,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other"
466939,3643925,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in"
466939,3755053,Annual,"Homepage-Pricing-Pricing-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other"
466939,3755519,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
466939,3775813,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466939,3775938,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466939,3776037,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466939,3781878,Annual,Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466939,3782740,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466939,3782754,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466944,3643157,Monthly,"Courses-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
466944,4032973,Monthly,"Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Log in-Log in-Log in-Other"
466944,4032984,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
466944,4033579,Monthly,"Log in-Log in-Log in-Log in"
466944,4033656,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466969,3644707,Annual,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Career tracks-Career tracks"
466969,3644929,Annual,Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
466992,3647201,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466992,3647220,Annual,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
466992,3647396,Annual,"Other-Course certificate-Course certificate-Course certificate"
466992,3650233,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
466997,3647776,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467007,3648506,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467017,3648940,Annual,Coupon-Coupon
467017,3648967,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467017,3658576,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467044,3652064,Annual,"Career tracks-Sign up-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467044,3654921,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467061,3652941,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467061,3659241,Annual,Coupon-Coupon
467061,3659267,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467064,3652365,Annual,Coupon-Coupon-Coupon-Coupon
467064,3653179,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467064,3653283,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467093,3396728,Annual,"Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
467093,3655433,Annual,"Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467093,3655463,Annual,"Sign up-Sign up-Log in-Log in"
467093,3657709,Annual,Checkout-Checkout
467107,3644938,Monthly,"Homepage-Pricing-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Resources center"
467107,3646052,Monthly,"Resources center-Homepage-Homepage-Homepage"
467107,3647954,Monthly,Homepage-Homepage-Homepage-Homepage
467107,3647960,Monthly,"Homepage-Upcoming courses-Upcoming courses-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career tracks"
467107,3656153,Monthly,"Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467107,3656206,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467107,3656263,Monthly,Checkout-Checkout
467107,3656868,Monthly,Checkout-Checkout
467133,3658691,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467148,3659379,Annual,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
467148,3659434,Annual,"Homepage-Pricing-Pricing-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467148,3659490,Annual,"Other-Pricing-Pricing-Log in-Log in-Log in-Log in-Log in"
467164,3660793,Annual,"Courses-Sign up-Courses-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467164,3690219,Annual,"Log in-Log in-Log in-Log in"
467164,3690774,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467173,3661305,Annual,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467173,3661371,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467173,3661484,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467173,3662239,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467173,3664301,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467173,3678719,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
467173,3678726,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467173,3693056,Annual,"Homepage-Log in"
467173,3693061,Annual,Coupon-Coupon-Coupon-Coupon
467173,3693091,Annual,"Log in-Log in-Log in-Log in"
467173,3693096,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467175,3661625,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467175,3661639,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467188,3662192,Annual,"Homepage-Pricing-Pricing-Sign up-Sign up-Sign up-Sign up-Sign up"
467188,3683275,Annual,Checkout-Checkout
467188,3683310,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467188,3724072,Annual,"Homepage-Log in-Log in-Log in"
467188,3724078,Annual,Checkout-Checkout
467205,3663188,Annual,Coupon-Coupon
467205,3663279,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467210,3647540,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467210,3663549,Annual,Homepage-Homepage
467210,3663559,Annual,Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467212,3432046,Annual,Homepage-Pricing
467212,3432872,Annual,Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Homepage-Homepage
467212,3432989,Annual,"Homepage-About us"
467212,3432998,Annual,"Homepage-About us"
467212,3663604,Annual,"Pricing-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467212,3663617,Annual,"Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467212,3663632,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467212,3663737,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467213,3163929,Annual,Homepage-Pricing-Pricing-Checkout-Pricing-Checkout-Pricing-Pricing-Pricing-Courses
467213,3663624,Annual,"Homepage-Sign up"
467213,3663629,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467213,3663720,Annual,"Homepage-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467213,3663746,Annual,Checkout-Checkout
467213,3663767,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467213,3663821,Annual,Checkout-Checkout
467244,3659968,Annual,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Resources center-Resources center-Resources center-Resources center-Resources center"
467244,3665660,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467246,3665838,Monthly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467246,3681260,Monthly,"Log in-Log in"
467246,3682113,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
467261,3667063,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467287,3669688,Annual,"Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Sign up-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Sign up-Sign up-Sign up"
467287,3669783,Annual,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
467287,3669866,Annual,Checkout-Checkout-Checkout-Checkout
467366,3648022,Annual,"Career track certificate-Courses-Courses-Courses-Courses-Courses"
467366,3648468,Annual,Courses-Courses-Courses-Courses
467366,3673585,Annual,"Courses-Career tracks-Career tracks-Other-Other-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Upcoming courses-Upcoming courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
467366,3673601,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
467374,3382568,Monthly,Homepage-Pricing
467374,3673798,Monthly,"Homepage-Pricing-Pricing-Checkout-Checkout-Homepage-Homepage-Homepage-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
